time,vehicle-id,x,y,distance,lane-ID
1,1,-13.313690 ,7.756302 ,20.723663 ,1
2,1,-11.551914 ,7.697978 ,22.485814 ,1
3,1,-10.216854 ,7.538350 ,23.828019 ,1
4,1,-8.922736 ,7.364091 ,25.086056 ,2
5,1,-7.424598 ,7.356902 ,26.583520 ,2
6,1,-5.499118 ,7.395281 ,28.509362 ,2
7,1,-3.828899 ,7.420049 ,30.212441 ,2
8,1,-2.324868 ,7.275555 ,31.680360 ,2
9,1,-0.916965 ,7.158965 ,33.086218 ,2
10,1,0.507214 ,7.114518 ,34.509704 ,2
11,1,1.905403 ,7.132085 ,35.908002 ,2
12,1,3.346345 ,7.086127 ,37.348341 ,2
13,1,4.973704 ,7.094779 ,38.975703 ,2
14,1,6.719697 ,7.061689 ,40.721303 ,2
15,1,8.402743 ,7.001230 ,42.403813 ,2
16,1,9.672427 ,6.947877 ,43.673130 ,2
17,1,10.739959 ,6.816866 ,44.740112 ,2
18,1,12.401832 ,6.605947 ,46.401928 ,2
19,1,14.258069 ,6.543045 ,48.258324 ,2
20,1,15.730814 ,6.606513 ,49.730902 ,2
21,1,16.826962 ,6.585328 ,50.827092 ,2
22,1,18.390009 ,6.735555 ,52.390021 ,2
23,1,19.785179 ,6.735555 ,53.785191 ,2
18,3,-22.637283 ,7.423868 ,11.471510 ,2
19,3,-21.011448 ,7.416141 ,13.084765 ,2
20,3,-19.393743 ,7.374834 ,14.621838 ,2
21,3,-17.940860 ,7.185145 ,16.066467 ,2
22,3,-16.535836 ,7.004009 ,17.466810 ,2
23,3,-15.412647 ,7.095534 ,18.591561 ,2
24,3,-14.032294 ,7.169259 ,19.973219 ,2
25,3,-12.380794 ,7.050008 ,21.622039 ,2
26,3,-10.588299 ,6.787624 ,23.411865 ,2
27,3,-9.574577 ,6.646338 ,24.425482 ,2
28,3,-8.790646 ,6.573538 ,25.209672 ,2
29,3,-7.798344 ,6.537500 ,26.202160 ,2
30,3,-6.261189 ,6.596846 ,27.739003 ,2
31,3,-4.632316 ,6.687683 ,29.367687 ,2
32,3,-3.144046 ,6.705348 ,30.855955 ,2
33,3,-1.905054 ,6.660857 ,32.094970 ,2
34,3,-0.713340 ,6.606539 ,33.286791 ,2
35,3,0.560002 ,6.572256 ,34.560238 ,2
36,3,1.767310 ,6.552702 ,35.767613 ,2
37,3,2.960531 ,6.519093 ,36.960974 ,2
38,3,4.277008 ,6.456305 ,38.277784 ,2
39,3,5.752812 ,6.431595 ,39.753718 ,2
40,3,7.377158 ,6.467233 ,41.377813 ,2
41,3,8.932819 ,6.520716 ,42.933194 ,2
42,3,9.999211 ,6.529711 ,43.999541 ,2
43,3,10.881497 ,6.429782 ,44.882311 ,2
44,3,11.938884 ,6.327513 ,45.940395 ,2
45,3,13.229369 ,6.307323 ,47.231001 ,2
46,3,14.558194 ,6.284673 ,48.559970 ,2
47,3,15.978153 ,6.232682 ,49.980338 ,2
48,3,17.297805 ,6.214370 ,51.300104 ,2
49,3,18.602208 ,6.177212 ,52.604806 ,2
50,3,19.959434 ,6.089164 ,53.962891 ,2
54,4,-33.802465 ,7.767858 ,1.247876 ,1
55,4,-32.170834 ,7.696869 ,2.245885 ,1
56,4,-30.493877 ,7.636608 ,3.761879 ,1
57,4,-28.766890 ,7.576857 ,5.423171 ,1
58,4,-27.017034 ,7.517021 ,7.138700 ,1
59,4,-25.350475 ,7.452270 ,8.786908 ,2
60,4,-23.830719 ,7.384394 ,10.192285 ,2
61,4,-22.378089 ,7.317493 ,11.638304 ,2
62,4,-20.933908 ,7.240968 ,13.077286 ,2
63,4,-19.349864 ,7.169453 ,14.657656 ,2
64,4,-17.649312 ,7.106872 ,16.355749 ,2
65,4,-15.946883 ,7.043071 ,18.056377 ,2
66,4,-14.258791 ,6.981986 ,19.743222 ,2
67,4,-12.607164 ,6.929134 ,21.394063 ,2
68,4,-10.951364 ,6.889823 ,23.049417 ,2
69,4,-9.270287 ,6.848748 ,24.730160 ,2
70,4,-7.586772 ,6.804888 ,26.413437 ,2
71,4,-5.927452 ,6.740406 ,28.072577 ,2
72,4,-4.325281 ,6.639556 ,29.674781 ,2
73,4,-2.809145 ,6.508750 ,31.191442 ,2
74,4,-1.383446 ,6.371185 ,32.618211 ,2
75,4,-0.045477 ,6.304055 ,33.956831 ,2
76,4,1.260970 ,6.325913 ,35.262955 ,2
77,4,2.641928 ,6.371696 ,36.643399 ,2
78,4,4.119816 ,6.390040 ,38.121077 ,2
79,4,5.702384 ,6.348686 ,39.703938 ,2
80,4,7.321889 ,6.302252 ,41.323804 ,2
81,4,8.924137 ,6.266137 ,42.926329 ,2
82,4,10.525837 ,6.223922 ,44.528382 ,2
83,4,12.128873 ,6.182462 ,46.131776 ,2
84,4,13.729259 ,6.137781 ,47.732570 ,2
85,4,15.305150 ,6.099039 ,49.308812 ,2
86,4,16.797034 ,6.060367 ,50.801061 ,2
87,4,18.223542 ,6.016792 ,52.228011 ,2
88,4,19.638372 ,5.970730 ,53.674563 ,3
83,6,-22.773449 ,7.376957 ,11.246943 ,2
84,6,-20.619916 ,7.299992 ,13.393530 ,2
85,6,-18.468733 ,7.179989 ,15.538682 ,2
86,6,-16.310663 ,7.078883 ,17.693394 ,2
87,6,-14.203357 ,7.046338 ,19.799673 ,2
88,6,-12.158285 ,6.849818 ,21.842228 ,2
89,6,-10.175091 ,6.703282 ,23.824910 ,2
90,6,-8.544098 ,6.629939 ,25.455998 ,2
91,6,-7.119484 ,6.614836 ,26.880651 ,2
92,6,-5.382541 ,6.512873 ,28.618071 ,2
93,6,-3.402691 ,6.576539 ,30.597558 ,2
94,6,-1.667352 ,6.725560 ,32.332658 ,2
95,6,-0.082298 ,6.779682 ,33.917796 ,2
96,6,1.707273 ,6.613408 ,35.707378 ,2
97,6,3.488807 ,6.423604 ,37.489826 ,2
98,6,5.064812 ,6.290132 ,39.066962 ,2
99,6,6.531421 ,6.282639 ,40.533570 ,2
100,6,8.228703 ,6.334033 ,42.230289 ,2
101,6,10.189313 ,6.410345 ,44.190263 ,2
102,6,12.251239 ,6.339989 ,46.252640 ,2
103,6,14.278782 ,6.263059 ,48.280759 ,2
104,6,16.384343 ,6.536049 ,50.384609 ,2
105,6,18.600664 ,6.536049 ,52.600920 ,2
106,7,-23.514770 ,7.689778 ,10.566775 ,1
107,7,-21.802150 ,7.612475 ,12.276513 ,1
108,7,-20.089874 ,7.535003 ,13.987059 ,1
109,7,-18.309042 ,7.462681 ,15.766087 ,2
110,7,-16.602598 ,7.388127 ,17.411006 ,2
111,7,-14.991894 ,7.323054 ,19.018315 ,2
112,7,-13.552377 ,7.270400 ,20.455577 ,2
113,7,-12.310048 ,7.203639 ,21.695798 ,2
114,7,-11.090510 ,7.088002 ,22.912775 ,2
115,7,-9.619722 ,6.997428 ,24.382092 ,2
116,7,-7.960662 ,6.977561 ,26.040817 ,2
117,7,-6.328674 ,6.938830 ,27.672357 ,2
118,7,-4.649804 ,6.764031 ,29.350266 ,2
119,7,-3.110054 ,6.513196 ,30.890510 ,2
120,7,-1.717397 ,6.365871 ,32.284332 ,2
121,7,-0.310686 ,6.364772 ,33.690982 ,2
122,7,1.075747 ,6.433340 ,35.076760 ,2
123,7,2.379213 ,6.463668 ,36.379980 ,2
124,7,3.792050 ,6.485037 ,37.792661 ,2
125,7,5.446532 ,6.509729 ,39.446991 ,2
126,7,7.141841 ,6.527590 ,41.142202 ,2
127,7,8.786629 ,6.489020 ,42.787150 ,2
128,7,10.456652 ,6.424152 ,44.457508 ,2
129,7,12.164603 ,6.373094 ,46.165760 ,2
130,7,13.607129 ,6.347435 ,47.608434 ,2
131,7,14.753344 ,6.327260 ,48.754769 ,2
132,7,15.959340 ,6.315704 ,49.960818 ,2
133,7,17.354854 ,6.293159 ,51.356466 ,2
134,7,18.797042 ,6.273106 ,52.798768 ,2
137,8,-25.529623 ,5.258156 ,8.563308 ,3
138,8,-23.890136 ,5.291500 ,10.192023 ,3
139,8,-22.256408 ,5.317759 ,11.817295 ,3
140,8,-20.630236 ,5.321739 ,13.434939 ,3
141,8,-19.078810 ,5.286969 ,14.976589 ,3
142,8,-17.565094 ,5.249220 ,16.482314 ,3
143,8,-16.169009 ,5.216873 ,17.872466 ,3
144,8,-14.835439 ,5.167816 ,19.200110 ,3
145,8,-13.495084 ,5.151523 ,20.537225 ,3
146,8,-12.249832 ,5.153970 ,21.780759 ,3
147,8,-10.973250 ,5.149384 ,23.055418 ,3
148,8,-9.673532 ,5.141036 ,24.353214 ,3
149,8,-8.256500 ,5.108812 ,25.767368 ,3
150,8,-6.707449 ,5.085780 ,27.314140 ,3
151,8,-5.167344 ,5.062341 ,28.852221 ,3
152,8,-3.713217 ,5.038865 ,30.304595 ,3
153,8,-2.350945 ,5.009106 ,31.665138 ,3
154,8,-1.015571 ,4.974645 ,32.998826 ,3
155,8,0.280350 ,4.943986 ,34.293345 ,3
156,8,1.564158 ,4.899452 ,35.575530 ,3
157,8,2.873018 ,4.849603 ,36.882804 ,3
158,8,4.204781 ,4.802067 ,38.213199 ,3
159,8,5.649790 ,4.762119 ,39.657113 ,3
160,8,7.147690 ,4.745436 ,41.154442 ,3
161,8,8.560414 ,4.742996 ,42.566899 ,3
162,8,9.843571 ,4.747280 ,43.849939 ,3
163,8,11.035395 ,4.731972 ,45.041344 ,3
164,8,12.255907 ,4.678640 ,46.260885 ,3
165,8,13.590277 ,4.605087 ,47.594124 ,3
166,8,15.034156 ,4.538509 ,49.037113 ,3
167,8,16.530916 ,4.490616 ,50.533298 ,3
168,8,17.984853 ,4.447776 ,51.986781 ,3
169,8,19.376527 ,4.401884 ,53.378040 ,3
151,9,-32.651020 ,8.212794 ,1.561871 ,1
152,9,-30.815231 ,8.132782 ,3.300730 ,1
153,9,-28.859458 ,8.053613 ,5.226933 ,1
154,9,-26.845807 ,7.978408 ,7.226764 ,1
155,9,-24.857638 ,7.899236 ,9.208391 ,1
156,9,-22.987211 ,7.833198 ,11.074427 ,1
157,9,-21.207637 ,7.773060 ,12.851067 ,1
158,9,-19.528917 ,7.710890 ,14.528387 ,1
159,9,-17.940518 ,7.635618 ,16.117336 ,1
160,9,-16.330673 ,7.561342 ,17.727799 ,1
161,9,-14.542021 ,7.511724 ,19.514812 ,1
162,9,-12.648474 ,7.455034 ,21.407348 ,2
163,9,-10.761761 ,7.394004 ,23.248600 ,2
164,9,-8.842163 ,7.341426 ,25.166013 ,2
165,9,-6.908361 ,7.281578 ,27.097880 ,2
166,9,-4.966941 ,7.198026 ,29.037331 ,2
167,9,-3.182083 ,7.075077 ,30.820199 ,2
168,9,-1.587279 ,6.881382 ,32.413228 ,2
169,9,-0.052009 ,6.669391 ,33.948005 ,2
170,9,1.444338 ,6.636207 ,35.444395 ,2
171,9,2.989075 ,6.748927 ,36.989108 ,2
172,9,4.722484 ,6.848841 ,38.722770 ,2
173,9,6.655658 ,6.852014 ,40.655943 ,2
174,9,8.571221 ,6.822170 ,42.571396 ,2
175,9,10.505801 ,6.770169 ,44.505856 ,2
176,9,12.464651 ,6.717591 ,46.464655 ,2
177,9,14.379036 ,6.676226 ,48.379042 ,2
178,9,16.108835 ,6.634985 ,50.108877 ,2
179,9,17.500933 ,6.735991 ,51.500946 ,2
180,9,18.664585 ,6.735991 ,52.664598 ,2
171,10,-33.864463 ,10.106687 ,1.114956 ,1
172,10,-32.390066 ,10.029230 ,1.910812 ,1
173,10,-30.923577 ,9.931257 ,3.214283 ,1
174,10,-29.443339 ,9.816972 ,4.629320 ,1
175,10,-27.960827 ,9.686499 ,6.078066 ,1
176,10,-26.486870 ,9.555565 ,7.533643 ,1
177,10,-24.963036 ,9.432238 ,9.047295 ,1
178,10,-23.373176 ,9.319866 ,10.631637 ,1
179,10,-21.777831 ,9.222537 ,12.224195 ,1
180,10,-20.264859 ,9.127899 ,13.735736 ,1
181,10,-18.884043 ,9.015154 ,15.115965 ,1
182,10,-17.521212 ,8.881525 ,16.479213 ,1
183,10,-16.117943 ,8.742396 ,17.883912 ,1
184,10,-14.632748 ,8.617390 ,19.371031 ,1
185,10,-13.092244 ,8.510601 ,20.913483 ,1
186,10,-11.541973 ,8.415275 ,22.465638 ,1
187,10,-9.994148 ,8.323688 ,24.015376 ,1
188,10,-8.448687 ,8.248731 ,25.562355 ,1
189,10,-6.928926 ,8.190218 ,27.083183 ,1
190,10,-5.477078 ,8.110690 ,28.536783 ,1
191,10,-4.107683 ,7.999624 ,29.909051 ,1
192,10,-2.782741 ,7.846988 ,31.238545 ,1
193,10,-1.425062 ,7.688060 ,32.601346 ,1
194,10,-0.063172 ,7.601103 ,33.965647 ,1
195,10,1.280637 ,7.587764 ,35.308890 ,1
196,10,2.627635 ,7.587313 ,36.654868 ,1
197,10,3.957235 ,7.529833 ,37.985695 ,1
198,10,5.396617 ,7.399640 ,39.402829 ,2
199,10,6.883760 ,7.235297 ,40.887264 ,2
200,10,8.406517 ,7.104314 ,42.408444 ,2
201,10,9.967600 ,7.001801 ,43.968636 ,2
202,10,11.531948 ,6.905959 ,45.532414 ,2
203,10,13.073348 ,6.816239 ,47.073492 ,2
204,10,14.536119 ,6.730560 ,48.536128 ,2
205,10,15.926560 ,6.654248 ,49.926581 ,2
206,10,17.318576 ,6.583897 ,51.318707 ,2
207,10,18.743760 ,6.517019 ,52.744078 ,2
188,12,-24.775935 ,5.836794 ,9.405169 ,3
189,12,-23.193129 ,5.741446 ,10.946283 ,3
190,12,-21.607871 ,5.645515 ,12.500903 ,3
191,12,-19.937247 ,5.550590 ,14.147981 ,3
192,12,-18.435414 ,5.445806 ,15.631593 ,3
193,12,-17.038210 ,5.357212 ,17.016003 ,3
194,12,-15.580773 ,5.272842 ,18.463154 ,3
195,12,-13.876635 ,5.177898 ,20.157809 ,3
196,12,-12.153546 ,5.097686 ,21.874014 ,3
197,12,-10.418406 ,5.047677 ,23.604856 ,3
198,12,-8.686363 ,5.000118 ,25.333386 ,3
199,12,-6.949370 ,4.929999 ,27.066612 ,3
200,12,-5.227339 ,4.862540 ,28.785587 ,3
201,12,-3.596378 ,4.807493 ,30.414343 ,3
202,12,-2.182565 ,4.753550 ,31.826357 ,3
203,12,-0.800940 ,4.708302 ,33.206615 ,3
204,12,0.632721 ,4.688566 ,34.639566 ,3
205,12,1.994672 ,4.682520 ,36.001143 ,3
206,12,3.310733 ,4.663512 ,37.316633 ,3
207,12,4.810097 ,4.653788 ,38.815604 ,3
208,12,6.448737 ,4.649257 ,40.453948 ,3
209,12,8.077811 ,4.654863 ,42.082907 ,3
210,12,9.688062 ,4.663204 ,43.693096 ,3
211,12,11.299465 ,4.683226 ,45.304617 ,3
212,12,12.892223 ,4.675070 ,46.897082 ,3
213,12,14.504207 ,4.652233 ,48.508592 ,3
214,12,16.110354 ,4.636317 ,50.114394 ,3
215,12,17.498052 ,4.643614 ,51.502074 ,3
216,12,18.687096 ,4.657501 ,52.691198 ,3
217,12,19.905473 ,4.657324 ,53.909480 ,3
214,13,-23.665765 ,6.746099 ,10.334338 ,2
215,13,-22.297640 ,6.687328 ,11.702367 ,2
216,13,-20.921659 ,6.629188 ,13.078532 ,2
217,13,-19.481100 ,6.567914 ,14.519501 ,2
218,13,-17.985364 ,6.505158 ,16.015821 ,2
219,13,-16.538748 ,6.456226 ,17.462954 ,2
220,13,-15.199976 ,6.405867 ,18.802325 ,2
221,13,-13.932774 ,6.354957 ,20.070192 ,2
222,13,-12.682199 ,6.297367 ,21.321603 ,2
223,13,-11.345750 ,6.228915 ,22.659147 ,2
224,13,-9.914624 ,6.166693 ,24.091279 ,2
225,13,-8.447049 ,6.120486 ,25.559522 ,2
226,13,-6.971596 ,6.096279 ,27.035146 ,2
227,13,-5.489694 ,6.079452 ,28.517059 ,2
228,13,-4.050053 ,6.048335 ,29.957036 ,2
229,13,-2.729084 ,5.986078 ,31.333923 ,3
230,13,-1.542532 ,5.891695 ,32.512547 ,3
231,13,-0.431931 ,5.812482 ,33.616965 ,3
232,13,0.729733 ,5.819185 ,34.777346 ,3
233,13,2.013478 ,5.915200 ,36.064367 ,3
234,13,3.393258 ,5.988841 ,37.446111 ,3
235,13,4.820513 ,5.957595 ,38.869839 ,3
236,13,6.258530 ,5.830591 ,40.300127 ,3
237,13,7.698301 ,5.680246 ,41.732141 ,3
238,13,9.131715 ,5.594388 ,43.161174 ,3
239,13,10.548317 ,5.545424 ,44.575115 ,3
240,13,11.960212 ,5.499728 ,45.984675 ,3
241,13,13.390697 ,5.456959 ,47.413088 ,3
242,13,14.766100 ,5.419852 ,48.786765 ,3
243,13,15.989700 ,5.382769 ,50.008821 ,3
244,13,17.097826 ,5.344917 ,51.115523 ,3
245,13,18.170576 ,5.305131 ,52.186898 ,3
246,13,19.339620 ,5.264160 ,53.354599 ,3
261,14,-21.684691 ,7.050352 ,12.320292 ,2
262,14,-19.580885 ,7.053899 ,14.423457 ,2
263,14,-17.553139 ,6.973633 ,16.449137 ,2
264,14,-15.691145 ,6.891202 ,18.309853 ,2
265,14,-13.904981 ,6.867250 ,20.095715 ,2
266,14,-12.133474 ,6.774933 ,21.866654 ,2
267,14,-10.336416 ,6.595116 ,23.663817 ,2
268,14,-8.952614 ,6.488934 ,25.048275 ,2
269,14,-7.599106 ,6.501780 ,26.401638 ,2
270,14,-6.017260 ,6.504449 ,27.983423 ,2
271,14,-4.086717 ,6.455454 ,29.914283 ,2
272,14,-2.507898 ,6.393621 ,31.493593 ,2
273,14,-1.033548 ,6.331918 ,32.968507 ,2
274,14,0.398860 ,6.255670 ,34.401730 ,2
275,14,1.899356 ,6.188940 ,35.902994 ,2
276,14,3.442075 ,6.125377 ,37.446484 ,2
277,14,5.096111 ,6.048782 ,39.101534 ,2
278,14,6.640252 ,5.981729 ,40.688540 ,3
279,14,8.028391 ,5.948939 ,42.073555 ,3
280,14,9.529862 ,5.934827 ,43.572840 ,3
281,14,11.219838 ,5.927487 ,45.260899 ,3
282,14,13.023579 ,5.901734 ,47.062018 ,3
283,14,14.843267 ,5.845106 ,48.878105 ,3
284,14,16.613900 ,5.741400 ,50.643848 ,3
285,14,18.257251 ,5.685376 ,52.284422 ,3
286,14,19.883163 ,5.658017 ,53.908666 ,3
277,15,-22.809597 ,7.639916 ,11.272752 ,1
278,15,-20.842430 ,7.600509 ,13.231788 ,1
279,15,-18.918939 ,7.548171 ,15.150782 ,1
280,15,-17.260616 ,7.478490 ,16.808390 ,2
281,15,-15.685120 ,7.446355 ,18.380660 ,2
282,15,-14.101245 ,7.402659 ,19.962764 ,2
283,15,-12.541076 ,7.308955 ,21.467563 ,2
284,15,-10.931680 ,7.242662 ,23.074702 ,2
285,15,-9.127044 ,7.194245 ,24.877866 ,2
286,15,-7.258856 ,7.146532 ,26.744872 ,2
287,15,-5.332713 ,7.113282 ,28.670266 ,2
288,15,-3.520905 ,7.101358 ,30.481738 ,2
289,15,-1.953431 ,6.993125 ,32.047910 ,2
290,15,-0.616261 ,6.860708 ,33.384126 ,2
291,15,0.731742 ,6.810825 ,34.731919 ,2
292,15,2.312463 ,6.850709 ,36.312776 ,2
293,15,4.098578 ,6.854398 ,38.098891 ,2
294,15,5.971603 ,6.843382 ,39.971860 ,2
295,15,7.846492 ,6.826571 ,41.846683 ,2
296,15,9.709122 ,6.819585 ,43.709286 ,2
297,15,11.583302 ,6.795299 ,45.583401 ,2
298,15,13.254063 ,6.756792 ,47.254097 ,2
299,15,14.825530 ,6.719240 ,48.825534 ,2
300,15,16.353975 ,6.706223 ,50.353975 ,2
301,15,17.870726 ,6.695715 ,51.870727 ,2
302,15,19.315257 ,6.917348 ,53.315700 ,2
297,16,-23.521146 ,7.235668 ,10.492536 ,2
298,16,-21.494617 ,7.157544 ,12.513751 ,2
299,16,-19.400828 ,7.074072 ,14.603964 ,2
300,16,-17.342224 ,6.992088 ,16.660337 ,2
301,16,-15.501302 ,6.919522 ,18.500001 ,2
302,16,-14.005938 ,6.850429 ,19.994628 ,2
303,16,-12.524719 ,6.744724 ,21.475327 ,2
304,16,-10.792087 ,6.658313 ,23.207950 ,2
305,16,-8.790878 ,6.605401 ,25.209300 ,2
306,16,-6.761086 ,6.539108 ,27.239389 ,2
307,16,-4.726461 ,6.378216 ,29.275308 ,2
308,16,-2.900821 ,6.166193 ,31.103760 ,2
309,16,-1.255406 ,6.004780 ,32.751974 ,2
310,16,0.247745 ,6.007034 ,34.254755 ,2
311,16,1.790092 ,6.090451 ,35.795282 ,2
312,16,3.442104 ,6.116472 ,37.446651 ,2
313,16,5.328236 ,6.074942 ,39.333203 ,2
314,16,7.329801 ,6.059976 ,41.334756 ,2
315,16,9.282726 ,6.050986 ,43.287591 ,2
316,16,11.095291 ,6.003768 ,45.100666 ,2
317,16,12.779533 ,5.946705 ,46.820021 ,3
318,16,14.517096 ,5.918170 ,48.555000 ,3
319,16,16.438598 ,5.873712 ,50.473389 ,3
320,16,18.218100 ,5.835011 ,52.250333 ,3
321,16,19.875033 ,5.807494 ,53.905345 ,3
318,17,-14.489281 ,6.472319 ,19.512047 ,2
319,17,-12.987082 ,6.375966 ,21.015416 ,2
320,17,-11.067319 ,6.405958 ,22.934566 ,2
321,17,-9.255007 ,6.434850 ,24.746413 ,2
322,17,-8.006381 ,6.340051 ,25.996111 ,2
323,17,-6.479622 ,6.254447 ,27.523985 ,2
324,17,-4.650855 ,6.172245 ,29.353890 ,2
325,17,-3.030037 ,5.960902 ,31.031979 ,3
326,17,-1.591615 ,5.852148 ,32.461267 ,3
327,17,-0.116329 ,5.816123 ,33.932307 ,3
328,17,1.310793 ,5.845936 ,35.359009 ,3
329,17,2.728841 ,5.917254 ,36.778848 ,3
330,17,4.336778 ,6.080336 ,38.341786 ,2
331,17,6.174080 ,6.141944 ,40.177956 ,2
332,17,7.996272 ,6.129434 ,42.000148 ,2
333,17,9.632965 ,6.142873 ,43.636522 ,2
334,17,10.956843 ,6.130225 ,44.960453 ,2
335,17,12.249779 ,6.005082 ,46.254999 ,2
336,17,13.826074 ,5.935372 ,47.865217 ,3
337,17,15.715057 ,5.964680 ,49.753863 ,3
338,17,17.726062 ,6.058116 ,51.730045 ,2
370,18,-32.885265 ,7.857665 ,1.596109 ,1
371,18,-31.202039 ,7.725372 ,3.074616 ,1
372,18,-29.507337 ,7.570368 ,4.714644 ,1
373,18,-27.808011 ,7.405886 ,6.393898 ,2
374,18,-26.140447 ,7.292954 ,7.881889 ,2
375,18,-24.525938 ,7.267862 ,9.491065 ,2
376,18,-22.941711 ,7.275249 ,11.073241 ,2
377,18,-21.393274 ,7.285575 ,12.620318 ,2
378,18,-19.881555 ,7.230014 ,14.128390 ,2
379,18,-18.443110 ,7.127279 ,15.562757 ,2
380,18,-17.046379 ,7.041043 ,16.957051 ,2
381,18,-15.625359 ,6.973527 ,18.376677 ,2
382,18,-14.115963 ,6.910609 ,19.885152 ,2
383,18,-12.514532 ,6.851382 ,21.486002 ,2
384,18,-10.868634 ,6.795701 ,23.131564 ,2
385,18,-9.202903 ,6.729168 ,24.797114 ,2
386,18,-7.537894 ,6.669552 ,26.462123 ,2
387,18,-5.872486 ,6.601559 ,28.127686 ,2
388,18,-4.273758 ,6.530419 ,29.726726 ,2
389,18,-2.848784 ,6.487025 ,31.151944 ,2
390,18,-1.573626 ,6.458806 ,32.427271 ,2
391,18,-0.359654 ,6.437030 ,33.641374 ,2
392,18,0.951469 ,6.402093 ,34.952738 ,2
393,18,2.426670 ,6.335223 ,36.428496 ,2
394,18,4.007705 ,6.251957 ,38.010346 ,2
395,18,5.633929 ,6.184460 ,39.637282 ,2
396,18,7.266326 ,6.141343 ,41.270107 ,2
397,18,8.889815 ,6.112129 ,42.893844 ,2
398,18,10.512150 ,6.082209 ,44.516437 ,2
399,18,12.132607 ,6.041661 ,46.137304 ,2
400,18,13.744708 ,5.998508 ,47.786517 ,3
401,18,15.306330 ,5.954334 ,49.345046 ,3
402,18,16.769161 ,5.910774 ,50.805106 ,3
403,18,18.139553 ,5.866470 ,52.172950 ,3
404,18,19.477660 ,5.825041 ,53.508793 ,3
394,20,-22.503203 ,6.228280 ,11.506470 ,2
395,20,-20.955961 ,6.038185 ,13.060817 ,2
396,20,-19.397516 ,5.860182 ,14.720490 ,3
397,20,-17.782097 ,5.769708 ,16.314173 ,3
398,20,-16.201737 ,5.680257 ,17.877400 ,3
399,20,-14.682136 ,5.651252 ,19.388308 ,3
400,20,-13.076173 ,5.566327 ,20.982371 ,3
401,20,-11.473811 ,5.461407 ,22.573544 ,3
402,20,-10.205291 ,5.313767 ,23.830949 ,3
403,20,-9.125160 ,5.238516 ,24.905654 ,3
404,20,-7.815837 ,5.185909 ,26.211005 ,3
405,20,-6.213739 ,5.174035 ,27.811053 ,3
406,20,-4.594538 ,5.093014 ,29.425769 ,3
407,20,-3.102322 ,4.974498 ,30.913041 ,3
408,20,-1.754421 ,4.871561 ,32.257356 ,3
409,20,-0.407014 ,4.779095 ,33.602019 ,3
410,20,0.936216 ,4.589162 ,34.941184 ,3
411,20,2.212227 ,4.467424 ,36.215244 ,3
412,20,3.528153 ,4.463613 ,37.531016 ,3
413,20,5.047793 ,4.506769 ,39.051082 ,3
414,20,6.617461 ,4.368463 ,40.619132 ,3
415,20,8.175256 ,4.123953 ,42.175438 ,3
416,20,9.706472 ,3.901238 ,43.706583 ,3
417,20,10.916686 ,3.909404 ,44.916778 ,3
418,20,11.934894 ,4.044123 ,45.934915 ,3
419,20,13.171349 ,4.112310 ,47.171483 ,3
420,20,14.714336 ,4.057777 ,48.714371 ,3
421,20,16.169000 ,3.978929 ,50.169005 ,3
422,20,17.549900 ,3.919738 ,51.549963 ,3
423,20,18.941223 ,3.897496 ,52.941322 ,3
449,21,-31.228508 ,7.662099 ,3.077523 ,1
450,21,-29.505490 ,7.581545 ,4.713028 ,1
451,21,-27.782473 ,7.500990 ,6.395676 ,1
452,21,-26.059455 ,7.420436 ,8.096127 ,2
453,21,-24.336438 ,7.339882 ,9.684724 ,2
454,21,-22.613420 ,7.259327 ,11.400309 ,2
455,21,-20.890403 ,7.178773 ,13.118337 ,2
456,21,-19.181165 ,7.086048 ,14.823862 ,2
457,21,-17.631609 ,7.002786 ,16.371191 ,2
458,21,-16.256709 ,6.906969 ,17.744498 ,2
459,21,-15.024361 ,6.795726 ,18.975881 ,2
460,21,-13.711295 ,6.692410 ,20.288707 ,2
461,21,-12.270121 ,6.638737 ,21.729966 ,2
462,21,-10.671236 ,6.592808 ,23.329010 ,2
463,21,-9.060463 ,6.550607 ,24.939985 ,2
464,21,-7.441993 ,6.507790 ,26.558703 ,2
465,21,-5.829222 ,6.450354 ,28.171885 ,2
466,21,-4.199963 ,6.374017 ,29.801819 ,2
467,21,-2.727390 ,6.312695 ,31.275008 ,2
468,21,-1.417175 ,6.258714 ,32.585813 ,2
469,21,-0.103724 ,6.191518 ,33.900089 ,2
470,21,1.177154 ,6.087672 ,35.182483 ,2
471,21,2.408154 ,6.002749 ,36.414830 ,2
472,21,3.734138 ,5.954837 ,37.784740 ,3
473,21,5.322400 ,5.923868 ,39.369435 ,3
474,21,6.895061 ,5.920452 ,40.940129 ,3
475,21,8.378039 ,5.917182 ,42.421383 ,3
476,21,9.897807 ,5.874200 ,43.937798 ,3
477,21,11.467657 ,5.810019 ,45.503670 ,3
478,21,12.978955 ,5.795851 ,47.013268 ,3
479,21,14.368146 ,5.772703 ,48.400620 ,3
480,21,15.707202 ,5.725871 ,49.737155 ,3
481,21,16.906207 ,5.681023 ,50.933955 ,3
482,21,18.133031 ,5.649309 ,52.159113 ,3
483,21,19.531103 ,5.616263 ,53.555497 ,3
469,23,-19.817949 ,8.138166 ,14.208213 ,1
470,23,-18.123153 ,7.980527 ,15.909544 ,1
471,23,-16.366533 ,7.808718 ,17.673662 ,1
